Gene	mother_1	mother_3	mother_4	child_1_1	child_1_2	child_1_3	child_1_4	child_2_1	child_2_2	child_2_3	child_2_4	child_3_1	child_3_2	child_3_3	child_3_4	child_4_1	child_4_2	child_4_3	child_4_4	child_5_1	child_5_2	child_5_3	child_5_4	child_6_1	child_6_2	child_6_3	child_6_4	child_7_1	child_7_2	child_7_3	child_7_4	child_8_1	child_8_2	child_8_3	child_8_4	father_1	father_2	father_3	father_4
ENSOCUG00000017276	184.274661808353	140.85689649493	198.446705856163	151.245070832461	133.948489700932	141.0360724729	135.859892204278	118.846241937351	116.394366904503	157.116761525981	127.548014272773	123.064353380907	164.065646141004	205.92297548522	127.905299969075	111.429111107057	163.139230586859	158.567440915609	143.248620553823	159.958274430172	124.146438295269	113.400119824528	146.729728840272	156.798601425509	168.6928866822	180.954428082802	150.920103509223	114.655351591264	133.737607695241	134.385601789354	119.523064845194	139.244258102292	123.81514541683	134.613202504511	141.512734588632	126.539979604822	179.125339677323	180.865038925074	183.275217120816
ENSOCUG00000017259	220.660104585799	307.890738356174	273.681995438994	303.423753213271	296.151738948155	277.558990626667	287.870960404869	312.352302527654	406.124229846646	412.086944704107	399.384719691622	326.420693418868	391.995771987903	370.393923437701	367.032599911258	366.031673113296	354.24518641718	382.299583577358	364.282782376119	456.394709612694	372.439314885806	407.43759866158	325.619398248276	249.487429854381	316.10919306214	285.769561289233	291.431924017809	335.881382546202	335.559815671695	347.335093855562	306.910920746557	304.774422070833	333.61303070646	297.930690837189	284.863296899193	204.782257070398	221.347741172692	194.706751087708	155.359124446784
ENSOCUG00000017246	443.667657092723	463.70588934614	502.658963734566	281.017076052906	317.081190463926	374.591808488022	322.073450750001	274.260558316965	259.584559283423	264.617703622704	195.307896855184	300.90735186429	319.322398529472	367.71959908075	261.371699936805	254.60256200624	268.01445024984	282.380374233276	303.440626334441	388.155629236519	286.89302967394	188.665686079746	302.504440965219	311.279982140296	352.583330723156	356.964746108696	300.799378718382	280.023647155587	277.201586859226	315.289296505793	285.639866833429	287.724104752185	268.266148403133	247.450739897997	254.539139487344	372.858260514971	371.045346474455	384.799598121204	400.535242714366
ENSOCUG00000022258	2.34744792112552	8.72564845543812	1.0903665156932	14.0041732252279	13.6041434852509	9.02630863826559	8.55062258628323	12.1893581474207	6.69895636860446	9.64752044457776	10.3632761596628	7.50392398664064	9.91000547160429	8.02297307085272	5.56109999865543	3.88706201536244	9.32224174782052	6.51647017461406	3.85076936972641	10.2725497340478	7.30273166442756	4.01416353361163	7.03498699919115	8.49647593931328	12.1580458870054	7.91057609105143	7.28579810044524	5.14479141755671	8.51057503515167	7.23614778865754	3.03872198758967	8.525158659324	9.17149225309855	8.90822663632791	7.35131088772112	2.89786212835469	3.83840013594264	5.53668486505329	12.137431597405
ENSOCUG00000017228	88.0292970422069	62.3260603959866	66.5123574572853	141.908955348976	134.994962276721	145.549226792033	110.208024445428	130.273765200558	205.992908334587	135.065286224089	136.316940254027	111.808467400946	144.245635197796	110.984460813463	101.026649975574	126.329515499279	110.701620755369	114.038228055746	116.293234965738	140.146928514509	160.660096617406	148.52405074363	144.719732554789	134.398801221865	234.042383324854	159.20034383241	163.410043109986	104.36576875615	143.463979163985	105.441010634724	98.2520109320661	127.166950001583	139.865256859753	134.613202504511	107.512921732921	65.6848749093731	78.0474694308337	77.5135881107461	98.3131959389807
ENSOCUG00000008849	173.711146163288	179.499053940441	150.470579165662	258.610398892542	243.828110158728	220.016273057724	236.567224887169	239.21615364313	257.909820191272	260.4830520036	260.676254169981	253.632630748454	247.750136790107	283.478381836796	240.054149941959	257.193936683148	275.006131560705	269.347433884048	227.965546687804	219.392312177163	263.941587300025	261.924170568159	218.084596974926	206.23264325424	241.641162004232	217.540842503914	207.124831712657	235.9254350051	227.353933081909	209.848285871069	213.723446460474	234.44186313141	253.362473491848	244.481331019221	226.052809797424	125.574025562037	112.593070654317	117.193162976961	122.588059133791
ENSOCUG00000017215	220.660104585799	239.332071920589	251.87466512513	203.527317539979	234.409856976632	197.45050146206	189.063766074485	230.074135032565	250.373494276592	246.700879939917	174.581344535859	244.627921964485	282.985711800256	299.524327978502	253.956899938598	229.984502575611	261.022768938974	287.810766045454	273.404625250575	312.579013336025	251.422618732435	228.807321415863	248.234541257173	234.039291782902	199.088001399713	200.73086831043	232.104710914184	196.972014272171	224.922340214723	208.814550472689	202.581465839311	223.074984918978	204.065702631443	208.84842447391	195.728652385575	177.735543872421	194.478940221094	195.62953189855	184.488960280556
ENSOCUG00000033730	88.0292970422069	57.3399755643077	34.8917285021825	45.7469658690777	41.8589030315414	55.2861404093767	64.604703985251	48.7574325896826	59.4532377713646	75.8019463502539	56.5994313335432	45.7739363185079	56.1566976724243	106.972974278036	43.5619499894675	36.2792454767161	102.544659226026	111.866071330875	54.6809250501151	47.6939809080789	44.8596373671979	22.0778994348639	47.2349127088548	65.6545868037844	82.0668097372863	130.524505502349	90.5520621055337	77.1718712633506	52.2792466445031	68.2265362930568	90.1487522984936	56.123961173883	106.618597442271	106.898719635935	97.4048692623048	147.790968546089	134.344004757992	169.791669194968	72.8245895844301
ENSOCUG00000025901	106.808880411211	523.538907326287	146.109113102889	398.65213114482	363.125983798621	755.953348454743	730.603196539089	605.658732949964	630.539268194895	1454.01915271851	707.891479213892	768.401816232002	904.012721354124	1549.77096485305	830.457599799211	290.881807482956	1673.34239373378	1706.22910738645	804.040644398875	277.35884281929	507.018226987399	226.800239649057	100.499814274159	873.59220794212	846.50394488275	1512.89767741359	1083.50226036621	1123.76943963489	857.136485683133	1068.88240192456	1415.03153888759	801.364913976456	1430.75279148337	1574.77650871086	1130.26404898712	1434.44175353557	1306.33551293248	1863.09445709043	222.114998232512
ENSOCUG00000035541	8035.31423401264	9155.69827217043	7923.6934695425	7396.07068601702	7122.29235081676	6758.44859290136	6815.79627044399	6359.03577853251	7085.82109889137	7381.73135730836	5617.69285362646	5975.37467056194	6012.0699861066	7219.33860158898	6255.31064848758	6972.09356822176	6378.74391594619	6921.57740380257	7127.00394948965	8910.70314073401	7316.29388037578	6950.52415844853	6533.49292596309	7673.09018010346	8338.89972274982	8312.03782767229	8510.8530096201	6574.30846143497	6854.66029259788	6457.74503367766	5911.32717319111	6614.10225985887	6864.86195144427	7855.07628732203	7724.38991527296	9058.71701323678	10022.0627549462	12153.9460596028	9205.02812347197
ENSOCUG00000005922	92.7241928844579	32.409551405913	39.2531945649553	82.1578162546703	75.3460254567744	42.8749660317616	47.5034588126846	106.656883789931	58.6158682252891	64.7762086993078	33.481353746603	90.7974802383518	64.9655914249614	56.1608114959691	52.8304499872266	92.6416446994714	65.2556922347436	57.5621532090909	49.2898479324981	126.205611018301	44.8596373671979	53.187666820354	47.2349127088548	105.819745789629	56.2309622273999	51.4187445918343	53.0822433032439	72.0270798457939	49.8476537773169	49.6192991222231	36.4646638510761	62.517830168376	32.1002228858449	30.6838917473517	36.7565544386056	118.812347262542	69.0912024469675	63.6718759481129	76.4658190636517
ENSOCUG00000011258	31.6905469351945	23.6839029504749	34.8917285021825	15.8713963219249	23.0223966673477	13.5394629573984	5.70041505752215	17.5222023369172	19.2594995597378	19.2950408891555	24.7124277653498	19.5102023652657	22.0222343813429	17.3831083201809	20.3906999950699	16.8439353999039	11.6528021847756	16.2911754365352	20.0240007225773	20.5450994680955	19.8217002320177	23.0814403182668	20.0999628548318	27.0342416250877	19.7568245663838	25.7093722959172	32.2656773019718	18.3742550627025	21.8843358046757	22.7421787643523	13.1677952795552	18.471177095202	10.3179287847359	19.7960591918398	15.6215356364074	12.5574025562037	33.2661345115029	15.6872737843177	24.27486319481
ENSOCUG00000014108	11606.9562460051	6373.46293609359	8810.16144680107	10275.3287011239	13846.9251228339	11525.4678424854	12385.1017816431	11272.1089468272	11257.5961774398	12849.1190149712	10435.0219176913	9852.65219445916	9889.08434894201	15302.4839704731	10688.4341974157	11328.8422437738	12491.8039420795	11984.8747294777	12166.8909005876	11267.5195511455	12446.9844983265	12203.0571421793	13643.8547858599	10608.2364136844	11097.2563833642	11023.3877828802	10824.6143206615	10555.6420484214	13291.0866120397	13060.2130231285	13420.0092045252	10413.4813023643	11379.529013032	11340.1725080454	11529.6122135296	6921.06071655379	5163.92764955483	5244.16334801631	6726.56459128186
ENSOCUG00000026271	75.1183334760165	93.4890905939799	87.2293212554562	111.099774253475	94.1825318209681	86.8782206433063	88.3564333915933	115.798902400496	154.075996477903	111.635593715828	114.793212845496	118.561998988922	95.7967195588414	108.310136456512	75.0748499818483	90.0502700225631	88.5612966042949	87.9723473572899	96.2692342431603	132.075639437757	123.103190914636	98.3470065734848	84.4198439902937	100.412897464611	113.981680190675	107.781599240576	126.98105260776	91.8712753135127	77.8109717499582	126.115718602317	81.0325863357246	107.985343018104	96.3006686575348	112.837537393487	99.2426969842351	50.2296102248147	57.5760020391396	45.2162597312686	59.4734148272846
ENSOCUG00000014364	869.729454777004	563.427585979719	662.942841541467	965.354340992375	929.267647300218	843.959857677833	832.260598398234	798.402958656053	794.663699225704	829.686758233688	926.317453656017	739.886905082767	810.418225233417	873.166902544471	683.088449834842	786.482214441667	706.159812397404	705.95093558319	739.347718987471	775.577504920607	927.4469213823	836.953096758024	912.538313609366	766.227648345343	606.382538614394	577.472054646755	798.315306148785	768.778831823474	767.167549597244	746.356957630106	691.815705841249	738.136653919803	817.409247057408	732.454190098072	779.238954098438	527.410907360554	516.904551640276	437.39810433921	625.077727266359
ENSOCUG00000003499	400.239870551901	406.365913781833	409.977809900644	845.852062803764	1039.14726775801	1053.82153351751	929.167654376111	782.404426087563	972.186042993723	975.777782108722	1155.1067042578	644.587070452431	921.630508859199	948.047984539097	741.479999820724	765.103373357173	866.968482547308	846.055044337393	807.891413768602	760.902433871967	863.808831163717	842.974342058441	682.393738921541	610.201453823408	635.257897596031	657.56663756865	682.783364841725	783.478235873636	793.915071136292	871.438940834043	781.964458139742	854.647155597231	896.513367740384	885.873648834831	836.211613478277	356.437041787627	417.106148105767	358.03895460678	467.291116500093
ENSOCUG00000032016	45.7752344619476	23.6839029504749	35.9820950178757	26.1411233537587	18.8365063641936	12.4111743776152	31.3522828163718	25.1405511790551	9.21106500683114	9.64752044457776	19.9293772301208	27.0141263519063	15.41556406694	20.0574326771318	21.3175499948458	22.6745284229476	22.1403241510737	14.1190187116638	27.7255394620302	16.8763317059356	14.6054633288551	14.0495723676407	32.1599405677309	25.4894278179398	22.7963360381351	27.68701631868	19.7757377012085	21.3141358727349	9.72637146874477	10.3373539837965	26.3355905591105	22.023326536587	10.3179287847359	28.7042858281677	21.1350188021982	28.9786212835469	29.4277343755602	31.3745475686353	36.4122947922151
ENSOCUG00000003290	63.381093870389	76.0377936831037	64.3316244258989	42.9461312240322	41.8589030315414	45.131543191328	40.8529745789087	39.6154139791171	31.8200427508712	34.4554301592063	30.2926533897837	33.7676579398829	35.2355750101486	38.7777031757882	38.0008499908121	34.9835581382619	29.1320054619391	30.410194148199	40.8181553191	61.6352984042866	34.4271635608728	43.152257986325	43.2149201378885	56.3857039608972	27.3556032457621	46.4746345349272	47.8781018029258	33.0736591128646	37.689689441386	36.1807389432877	40.5162931678623	41.204933520066	28.660913290933	37.6125124644956	32.1619851337799	66.650828952158	69.0912024469675	73.8224648673773	61.9009011467656
ENSOCUG00000003287	259.39299528437	172.019926692923	157.012778259821	285.685133794649	232.316911825055	217.759695898157	197.614388660768	236.930648990489	178.359713314094	187.437540066082	212.048573728486	285.149111492344	221.323455532496	197.900002414367	178.88204995675	226.097440560248	227.229642603125	188.977635063808	182.526468125032	171.698331269084	200.303497081442	189.669226963149	248.234541257173	235.58410559005	203.64726860734	182.932072105564	167.57335631024	241.070226422657	186.016854339744	196.409725692133	203.594373168508	236.573152796241	190.308464251795	183.113547524518	242.593259294797	234.72683239673	230.304008156558	197.475093520234	279.160926740316
ENSOCUG00000012783	86.8555730816441	184.48513877212	153.741678712741	170.85091334778	117.204928488316	171.499864127046	139.660168909293	158.461655916468	144.864931471072	170.898933589663	143.49151605687	150.078479732813	179.481210207944	184.528380629613	160.345049961232	147.060512914546	108.371060318413	128.15724676741	142.478466679877	176.100852583676	162.746591378671	154.545296044048	123.614771557216	165.295077364822	126.139726077681	153.267411764122	143.634305408778	138.174398071523	113.069068324158	130.250660195836	121.548879503587	152.742425979555	124.961581948468	130.653990666143	135.999251422841	130.403795775961	110.034137230356	85.8186154083261	93.4582233000187
ENSOCUG00000014577	9.38979168450207	12.4652120791973	7.63256560985241	8.40250393513673	19.8829789399821	16.924328696748	18.0513143488201	15.9985325684896	19.2594995597378	23.4296925082603	26.3067779437595	15.7582403719453	38.53891016735	22.7317570340827	29.659199992829	16.8439353999039	12.8180824032532	18.4633321614065	20.0240007225773	19.8113459156636	29.2109266577102	32.113308268893	17.0849684266071	16.9929518786266	21.2765803022594	18.7876182162472	12.4899396007633	16.1693444551782	26.7475215390481	32.0457973497691	17.2194245963415	15.629457542094	18.3429845061971	14.8470443938798	17.4593633583377	11.5914485134188	16.6330672557514	13.8417121626332	9.70994527792402
ENSOCUG00000000055	30.5168229746317	26.1769453663144	40.3435610806485	20.5394540636676	12.5576709094624	14.6677515371816	11.4008301150443	28.949725600124	16.7473909215112	17.9168236827873	19.9293772301208	15.7582403719453	11.0111171906714	2.67432435695091	8.34164999798314	34.9835581382619	23.3056043695513	17.3772537989708	37.7375398233188	16.8763317059356	17.7352054707526	26.0920629684756	34.1699368532141	18.5377656857744	12.1580458870054	11.8658641365771	24.9798792015265	22.7840762777511	24.3159286718619	25.8433849594912	25.3226832299139	19.892036871756	11.4643653163732	10.8878325555119	22.9728465241285	18.3531268129131	23.0304008156558	20.3011778385287	19.419890555848
ENSOCUG00000001683	543.434193740557	489.882834712455	490.664932061941	562.034152105812	604.861148805773	544.963384035285	527.288392820799	470.813958444123	380.165773918303	343.176084385695	365.106190855814	556.791159808736	515.320284523423	521.493249605427	495.864749880109	454.138412128178	442.806483021475	429.000953162093	435.90709265303	559.853960505604	602.99698600559	550.943944988196	581.893924647382	555.360563669659	455.926720762702	492.433361667952	473.57687652894	459.356376567563	421.881362456804	437.270073514591	462.898649442827	512.930379335994	552.582408249188	544.391627775594	520.105245306269	706.112405275761	748.488026508815	752.989141647248	736.742097962485
ENSOCUG00000024726	150.236666952033	282.960314197779	215.892570107254	195.124813604842	207.20157000613	216.631407318374	189.063766074485	227.02679549571	256.235081099121	274.265224067282	246.327102564294	216.863403213915	292.89571727186	327.604733726486	276.20129993322	266.263748052327	257.526928283542	269.347433884048	238.747700923038	212.054776652843	280.633545390145	253.895843500935	260.294518970072	191.556912086336	220.364581701973	217.540842503914	208.165660012721	203.586746094744	228.569729515502	199.510931887272	206.633095156098	177.60747206925	231.580179390738	223.69546886779	207.674532578122	141.029290246595	179.125339677323	163.332203519072	154.145381287044
ENSOCUG00000001681	25.8219271323807	18.697818118796	20.7169637981708	20.5394540636676	20.9294515157707	28.20721449458	28.5020752876108	31.2352302527654	18.4221300136623	13.7821720636825	21.5237274085305	27.7645187505704	20.9211226622757	21.3945948556073	23.1712499943976	17.491779069131	16.3139230586859	27.1519590608919	18.4836929746868	24.9476207826874	25.0379371351802	19.0672767846552	22.109959140315	19.3101725893484	18.2370688305081	18.7876182162472	27.0615358016537	16.9043146576863	20.6685393710826	21.7084433659726	25.3226832299139	25.575475977972	25.221603696021	21.7756651110238	19.2971910802679	25.1148051124074	20.4714673916941	23.0695202710554	19.419890555848
ENSOCUG00000001677	152.584114873159	143.349938910769	133.024714914571	127.904782123748	137.087907428298	113.957146558103	108.307886092921	118.084407053138	127.280171003485	111.635593715828	118.77908829152	95.2998346303362	69.37003830123	93.6013524932818	83.4164999798314	117.2597041301	93.2224174782052	97.747052619211	116.293234965738	106.394265102638	97.0220063988233	82.2903524390383	103.514808702384	112.771407921794	117.021191662427	109.759243263339	108.246143206615	94.076185921037	81.4583610507375	113.710893821761	90.1487522984936	100.881044135334	111.20434356882	114.817143312671	89.1346445136186	127.505933647607	112.593070654317	118.115943787804	127.443031772753
ENSOCUG00000001673	49.2964063436359	78.5308360989431	57.7894253317397	56.0166929009115	49.1842110620611	51.9012746700271	57.9542197514752	32.758900021193	51.9169118566846	53.7504710483618	47.0333302630852	47.2747211158361	55.0555859533572	73.54391981615	47.2693499885711	45.3490568458951	46.6112087391026	55.3899964842195	64.6929254114037	59.4340377469907	63.638090218583	59.2089121207715	63.3148829927203	40.1651589858446	54.7112064915242	51.4187445918343	57.2455565034983	50.712943973059	37.689689441386	63.0578593011585	45.5808298138451	37.652784078681	50.443207392042	38.6023154240876	45.0267791872918	66.650828952158	80.6064028547955	88.5869578408527	100.740682258462
ENSOCUG00000001667	2048.14831118201	2419.4976645722	2528.55994989254	2192.11991552234	2461.30349825463	2578.13940480461	2517.68331707228	2275.60079914659	2498.71072548946	2637.90773298883	2186.65126968886	2268.43622116147	2376.19908974689	2969.83719839398	2622.05864936603	2285.59246503311	2454.08014011375	2597.89944294614	2568.46316960752	2383.96529185152	2365.0418118939	2522.90178087491	2323.55570601856	2463.20561549728	2767.4751950296	2954.60017000771	2867.48196667523	2396.73783037892	2406.06114208074	2315.56729237041	2466.42934659362	2463.06042265636	2453.37417770386	2694.2436560094	2702.52566509848	2499.88906272732	2478.32702110697	2481.35760035472	2564.63929653168
ENSOCUG00000004693	116.198672095713	133.377769247411	162.464610838287	194.191202056493	183.132700762993	194.06563572271	167.21217502065	184.364041979737	191.757626051303	187.437540066082	176.972869803473	185.346922470024	204.806779746489	243.363516482533	178.88204995675	152.891105937589	151.486428402083	163.997832727787	169.433852267962	206.184748233387	213.865713029664	163.577163994674	181.904663836228	142.895277161178	127.659481813557	134.479793547874	116.572769607124	155.813682931717	158.053536367103	168.498869935883	153.961914037877	206.02466760033	169.672606682323	214.787242231462	196.64756624654	222.169429840527	240.539741852406	201.166216763603	200.267621357183
ENSOCUG00000015723	85.6818491210814	59.8330179801471	64.3316244258989	51.3486351591689	30.3477046978675	44.0032546115448	25.6518677588497	28.1878907159103	29.3079341126445	30.3207785401015	22.3209024977353	33.7676579398829	17.6177875050743	38.7777031757882	26.8786499935012	41.4619948305327	15.1486428402083	29.3241157857633	25.4150778401943	42.5577060410551	21.9081949932827	25.0885220850727	37.1849312814389	16.2205449750526	16.7173130946324	24.7205502845357	11.4491113006997	44.8331823529942	29.1791144062343	29.9783265530098	24.3097759007174	22.733756424864	12.6108018480105	13.8572414342879	20.2161049412331	33.8083914974714	12.7946671198088	20.3011778385287	36.4122947922151
